ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000000946,0.000000211
4,0.000000869,0.000000253
8,0.000002948,0.000001127
16,0.000016171,0.000008204
32,0.000094786,0.000063742
64,0.000673834,0.000544431
128,0.005035301,0.004534516
256,0.038809137,0.036834769
512,0.375798270,0.367846631
1024,3.265281105,3.234207337
2048,55.802352142,55.678969886
4096,553.909801237,553.416375456
