ProblemSize,AvgE2ETime,AvgAlgoTime
4,7.567e-06,4.7116e-06
8,7.8416e-06,3.7502e-06
16,2.7442199999999996e-05,1.38988e-05
32,8.68186e-05,4.5980400000000004e-05
64,0.000413538,0.00027631039999999996
128,0.0022486646,0.0018194234
256,0.0169167762,0.0151937784
512,0.13043447960000001,0.1235926984
1024,1.0942202286,1.0553054763999998
2048,8.9990165932,8.8529237486
4096,69.83585626060001,69.3335934072
