ProblemSize,AvgE2ETime,AvgAlgoTime
4,4.822e-06,2.4143999999999997e-06
8,7.2154e-06,2.7758e-06
16,1.55958e-05,4.9876e-06
32,5.1387199999999995e-05,2.1206799999999998e-05
64,0.0002675816,0.00016086920000000002
128,0.0017964346,0.0013736858
256,0.013161671199999999,0.011498706000000001
512,0.0922754684,0.0855935706
1024,0.7091260229999999,0.6782378604
