ProblemSize,AvgE2ETime,AvgAlgoTime
4,4.1266e-06,1.685e-06
8,6.5928e-06,2.0948e-06
16,1.4834599999999999e-05,4.245e-06
32,9.792480000000001e-05,3.91746e-05
64,0.0002889544,0.0001770574
128,0.001947542,0.0015215909999999999
256,0.0126520262,0.0109881272
512,0.0868071968,0.08017627279999999
1024,0.6642311237999999,0.6338641854
2048,7.502344438,7.350236300200001
4096,59.128233799600004,58.6363825584
