ProblemSize,AvgE2ETime,AvgAlgoTime
4,5.7738000000000005e-06,3.3713999999999996e-06
8,8.2328e-06,3.8104e-06
16,1.66584e-05,6.2958e-06
32,5.56816e-05,2.52658e-05
64,0.0002793086,0.0001717556
128,0.0017665272,0.0013449184
256,0.0123797958,0.0106907354
512,0.09171258260000001,0.0849534564
1024,0.72334391,0.6926211367999999
2048,5.679252721,5.5541940228
4096,45.1980022928,44.7105992846
