ProblemSize,AvgE2ETime,AvgAlgoTime
4,4.7122e-06,2.3198000000000002e-06
8,6.979599999999999e-06,2.5948e-06
16,1.55924e-05,5.1624e-06
32,5.70058e-05,2.61094e-05
64,0.0003433884,0.00023519600000000002
128,0.003517343,0.0029006088
256,0.0209888722,0.019004217400000002
512,0.15684979599999999,0.1502238138
1024,1.533325269,1.5030470562
