ProblemSize,AvgE2ETime,AvgAlgoTime
4,2.0776e-06,4.8132e-06
8,2.3457999999999996e-06,7.6128e-06
16,5.145799999999999e-06,1.6981e-05
32,3.0037800000000002e-05,6.43062e-05
64,0.00024092940000000002,0.0003615972
128,0.0021975040000000003,0.0026974654
256,0.0190632304,0.021217618
512,0.1771018266,0.1859255488
1024,2.3395828538,2.3745242572
2048,113.9598051876,114.0958426522
4096,1025.6027026904999,1026.090563066
