ProblemSize,AvgE2ETime,AvgAlgoTime
4,6.7442e-06,3.3496e-06
8,9.5342e-06,2.8028e-06
16,1.66074e-05,6.197600000000001e-06
32,0.00012167,6.399179999999999e-05
64,0.0004847298,0.00034909679999999997
128,0.0031574894,0.0027371532
256,0.0308841172,0.0292307994
512,1.131718735,1.1250719132
1024,18.4494487092,18.4132756558
