Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
1000x400,1,100,0.000547759,7.89911e-06,0.00555658
1000x400,1,10000,0.00104347,0.000506881,0.0155035
1000x400,1,1000000,0.0215576,0.0306215,0.521791
1000x400,1,100000000,1.63899,2.32836,39.6736
1000x400,1,1000000000,15.8091,23.2748,390.84
