Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
1000x400,1,100,0.000502869,4.71175e-06,0.00507581
1000x400,1,10000,0.00091351,0.000297947,0.0121146
1000x400,1,1000000,0.033128,0.0149077,0.480357
1000x400,1,100000000,1.57978,1.42411,30.0389
1000x400,1,1000000000,15.7103,14.2975,300.078
