Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
500x200,1,100,0.000108986,5.82933e-06,0.00114815
500x200,1,10000,0.000209902,0.000147045,0.00356947
500x200,1,1000000,0.0200906,0.0191861,0.392767
500x200,1,100000000,1.58768,1.45712,30.4479
500x200,1,1000000000,15.3608,14.3981,297.589
