Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
1000x400,2,14000000,0.235131,0.103187,3.38317
1000x400,4,14000000,0.340008,0.0608145,4.00822
1000x400,8,14000000,0.327822,0.0319803,3.59802
1000x400,16,14000000,0.256959,0.0294158,2.86375
