Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
250x100,1,100,1.71602e-05,2.99811e-06,0.000201583
250x100,1,10000,0.000346482,0.000354575,0.00701056
250x100,1,1000000,0.0127833,0.0142986,0.270819
250x100,1,100000000,1.36695,1.47649,28.4343
250x100,1,1000000000,12.9967,14.3289,273.257
