Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
250x100,2,14000000,0.189357,0.169293,3.58651
250x100,4,14000000,0.186123,0.102603,2.88727
250x100,8,14000000,0.18275,0.0667349,2.49485
250x100,16,14000000,0.188211,0.0468342,2.35045
