Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
500x200,2,14000000,0.397782,0.169037,5.66819
500x200,4,14000000,0.342535,0.109719,4.52254
500x200,8,14000000,0.236345,0.0649895,3.01334
500x200,16,14000000,0.317882,0.0449425,3.62825
