Grid,Threads,Particles,Avg_Interp,Avg_Mover,Total_Execution
1000x400,1,100,2.9e-05,5e-06,0.00034
1000x400,1,10000,0.0001232,0.0003625,0.004857
1000x400,1,1000000,0.0059526,0.0283075,0.342601
1000x400,1,100000000,0.633555,2.85624,34.8979
1000x400,1,1000000000,106.285,132.156,2384.41
